"","YR","MO","DY","HR","LAT","LON","IT","AT","SI","SST"
"1199",2010,6,7,1500,-1280,56,0,275,3,254
"1200",2010,6,7,1600,-1280,56,0,274,3,237
"1201",2010,6,7,1700,-1280,56,0,270,3,217
"1202",2010,6,7,1800,-1280,56,0,270,3,237
"1203",2010,6,7,1900,-1280,56,0,269,NA,NA
"1204",2010,6,7,2000,-1280,56,0,269,3,199
"1205",2010,6,7,2100,-1280,56,0,270,3,202
"1206",2010,6,7,2200,-1280,56,0,267,3,187
"1207",2010,6,7,2300,-1280,56,0,267,3,182
"1208",2010,6,8,0,-1280,56,0,267,3,182
"1209",2010,6,8,100,-1280,56,0,272,3,114
"1210",2010,6,8,200,-1280,56,0,274,3,72
"1211",2010,6,8,300,-1280,56,0,277,3,-1
"1212",2010,6,8,400,-1280,56,0,280,3,-1
"1213",2010,6,8,500,-1280,56,0,282,3,-1
"1214",2010,6,8,600,-1280,56,0,282,3,-1
"1215",2010,6,8,800,-1280,56,0,282,3,-1
"1216",2010,6,8,900,-1280,56,0,285,3,10
"1217",2010,6,8,1000,-1280,56,0,282,3,-1
"1218",2010,6,8,1100,-1280,56,0,284,3,30
"1219",2010,6,8,1200,-1280,56,0,282,3,82
"1220",2010,6,8,1300,-1280,56,0,284,3,239
"1221",2010,6,8,1400,-1280,56,0,279,3,134
"1222",2010,6,8,1500,-1280,56,0,279,3,127
"1223",2010,6,8,1600,-1280,56,0,277,3,107
"1224",2010,6,8,1700,-1280,56,0,277,3,99
"1225",2010,6,8,1800,-1280,56,0,277,3,82
"1226",2010,6,8,1900,-1280,56,0,275,3,84
"1227",2010,6,8,2000,-1280,56,0,274,3,194
"1228",2010,6,8,2100,-1280,56,0,269,3,169
"1229",2010,6,8,2200,-1280,56,0,264,3,159
"1230",2010,6,8,2300,-1280,56,0,262,3,149
"1231",2010,6,9,0,-1280,56,0,277,3,142
"1232",2010,6,9,100,-1280,56,0,274,3,135
"1233",2010,6,9,200,-1280,56,0,272,3,125
"1234",2010,6,9,300,-1280,56,0,272,3,122
"1235",2010,6,9,400,-1280,56,0,272,3,112
"1236",2010,6,9,500,-1270,56,0,272,3,120
"1237",2010,6,9,600,-1270,56,0,275,3,109
"1238",2010,6,9,700,-1270,56,0,277,3,110
"1239",2010,6,9,800,-1270,56,0,277,3,112
"1240",2010,6,9,900,-1270,56,0,277,3,114
"1241",2010,6,9,1000,-1270,56,0,279,3,119
"1242",2010,6,9,1100,-1270,56,0,279,3,119
"1243",2010,6,9,1200,-1270,56,0,279,3,127
"1244",2010,6,9,1300,-1270,56,0,279,3,124
"1245",2010,6,9,1400,-1270,56,0,282,3,120
"1246",2010,6,9,1500,-1270,56,0,272,3,114
"1247",2010,6,9,1600,-1270,56,0,269,3,130
"1248",2010,6,9,1700,-1270,56,0,264,3,125
"1249",2010,6,9,1800,-1270,56,0,264,3,114
"1250",2010,6,9,1900,-1270,56,0,264,3,104
"1251",2010,6,9,2000,-1270,56,0,262,3,64
"1252",2010,6,9,2100,-1270,56,0,267,3,49
"1253",2010,6,9,2200,-1270,56,0,260,3,15
"1254",2010,6,9,2300,-1270,56,0,262,3,20
"1255",2010,6,10,0,-1270,56,0,262,3,-1
"1256",2010,6,10,100,-1270,56,0,254,3,7
"1257",2010,6,10,200,-1270,56,0,257,3,15
"1258",2010,6,10,300,-1270,56,0,254,3,14
"1259",2010,6,10,400,-1270,56,0,260,3,7
"1260",2010,6,10,500,-1270,56,0,272,3,-1
"1261",2010,6,10,600,-1270,56,0,277,3,4
"1262",2010,6,10,700,-1270,56,0,277,3,14
"1263",2010,6,10,800,-1270,56,0,279,3,14
"1264",2010,6,10,900,-1270,56,0,277,3,39
"1265",2010,6,10,1000,-1270,56,0,279,3,37
"1266",2010,6,10,1100,-1270,56,0,279,3,59
"1267",2010,6,10,1200,-1270,56,0,279,3,47
"1268",2010,6,10,1300,-1270,56,0,277,3,39
"1269",2010,6,10,1400,-1270,56,0,277,3,59
"1270",2010,6,10,1500,-1270,56,0,277,3,52
"1271",2010,6,10,1600,-1270,56,0,277,3,30
"1272",2010,6,10,1700,-1270,56,0,277,3,24
"1273",2010,6,10,1800,-1270,56,0,277,3,12
"1274",2010,6,10,1900,-1270,56,0,275,3,-1
"1275",2010,6,10,2000,-1270,56,0,275,3,-1
"1276",2010,6,10,2100,-1270,56,0,269,3,-1
"1277",2010,6,10,2200,-1270,56,0,269,3,12
"1278",2010,6,10,2300,-1270,56,0,264,3,17
"1279",2010,6,11,0,-1270,56,0,282,3,-1
"1280",2010,6,11,100,-1270,56,0,280,3,-1
"1281",2010,6,11,200,-1270,56,0,280,3,-1
"1282",2010,6,11,300,-1270,56,0,279,3,-1
"1283",2010,6,11,400,-1270,56,0,277,3,-1
"1284",2010,6,11,500,-1270,56,0,279,3,-1
"1285",2010,6,11,600,-1270,56,0,277,3,-1
"1286",2010,6,11,700,-1260,56,0,277,3,-1
"1287",2010,6,11,800,-1270,56,0,287,3,-1
"1288",2010,6,11,900,-1270,56,0,282,3,-1
"1289",2010,6,11,1000,-1270,56,0,284,3,-1
"1290",2010,6,11,1100,-1270,56,0,284,3,-1
"1291",2010,6,11,1200,-1270,56,0,282,3,-1
"1292",2010,6,11,1300,-1270,56,0,282,3,-1
"1293",2010,6,11,1400,-1270,56,0,279,3,-1
"1294",2010,6,11,1500,-1270,56,0,269,3,-1
"1295",2010,6,11,1600,-1270,56,0,265,3,5
"1296",2010,6,11,1700,-1270,56,0,250,3,24
"1297",2010,6,11,1800,-1270,56,0,247,3,14
"1298",2010,6,11,1900,-1270,56,0,247,3,7
"1299",2010,6,11,2000,-1270,56,0,242,3,39
"1300",2010,6,11,2100,-1270,56,0,244,3,37
"1301",2010,6,11,2200,-1270,56,0,244,3,32
"1302",2010,6,11,2300,-1270,56,0,245,3,22
"1303",2010,6,12,0,-1270,56,0,239,3,22
"1304",2010,6,12,100,-1270,56,0,244,3,12
"1305",2010,6,12,200,-1270,56,0,254,3,4
"1306",2010,6,12,300,-1270,56,0,267,3,-1
"1307",2010,6,12,400,-1270,56,0,264,3,10
"1308",2010,6,12,500,-1270,56,0,279,3,10
"1309",2010,6,12,600,-1260,56,0,277,3,5
"1310",2010,6,12,700,-1260,56,0,282,3,4
"1311",2010,6,12,800,-1260,56,0,284,3,-1
"1312",2010,6,12,900,-1260,56,0,287,3,-1
"1313",2010,6,12,1000,-1260,56,0,289,3,-1
"1314",2010,6,12,1100,-1260,56,0,284,3,2
"1315",2010,6,12,1200,-1260,56,0,270,3,0
"1316",2010,6,12,1300,-1260,56,0,272,3,14
"1317",2010,6,12,1400,-1260,56,0,267,3,2
"1318",2010,6,12,1500,-1260,56,0,267,3,4
"1319",2010,6,12,1600,-1260,56,0,267,3,-1
"1320",2010,6,12,1700,-1260,56,0,265,3,-1
"1321",2010,6,12,1800,-1260,56,0,264,3,-1
"1322",2010,6,12,1900,-1260,56,0,262,3,-1
"1323",2010,6,12,2000,-1260,56,0,267,3,-1
"1324",2010,6,12,2100,-1260,56,0,257,3,-1
"1325",2010,6,12,2200,-1260,56,0,254,3,-1
"1326",2010,6,12,2300,-1260,56,0,267,3,-1
"1327",2010,6,13,0,-1260,56,0,267,3,-1
"1328",2010,6,13,100,-1260,56,0,269,3,17
"1329",2010,6,13,200,-1260,56,0,267,3,-1
"1330",2010,6,13,300,-1260,56,0,267,3,12
"1331",2010,6,13,400,-1260,56,0,269,3,12
"1332",2010,6,13,500,-1260,56,0,274,3,9
"1333",2010,6,13,600,-1260,56,0,277,3,0
"1334",2010,6,13,700,-1260,56,0,280,3,-1
"1335",2010,6,13,800,-1260,56,0,285,3,-1
"1336",2010,6,13,900,-1260,56,0,287,3,-1
"1337",2010,6,13,1000,-1260,56,0,280,3,-1
"1338",2010,6,13,1100,-1260,56,0,282,3,-1
"1339",2010,6,13,1200,-1260,56,0,284,3,-1
"1340",2010,6,13,1300,-1260,56,0,280,3,-1
"1341",2010,6,13,1400,-1260,56,0,279,3,-1
"1342",2010,6,13,1500,-1260,56,0,274,3,-1
"1343",2010,6,13,1600,-1260,56,0,270,3,-1
"1344",2010,6,13,1700,-1260,56,0,267,3,-1
"1345",2010,6,13,1800,-1260,56,0,267,3,-1
"1346",2010,6,13,1900,-1260,56,0,262,3,12
"1347",2010,6,13,2000,-1260,56,0,260,3,7
"1348",2010,6,13,2100,-1260,56,0,255,3,-1
"1349",2010,6,13,2200,-1260,56,0,250,3,-1
"1350",2010,6,13,2300,-1260,56,0,249,3,-1
"1351",2010,6,14,0,-1260,56,0,257,3,15
"1352",2010,6,14,100,-1260,56,0,259,3,12
"1353",2010,6,14,200,-1260,56,0,259,3,-1
"1354",2010,6,14,300,-1260,56,0,259,3,-1
"1355",2010,6,14,400,-1260,56,0,267,3,-1
"1356",2010,6,14,500,-1260,56,0,272,3,-1
"1357",2010,6,14,600,-1260,56,0,277,3,-1
"1358",2010,6,14,700,-1260,56,0,275,3,-1
"1359",2010,6,14,800,-1270,56,0,277,3,-1
"1360",2010,6,14,900,-1270,56,0,279,3,-1
"1361",2010,6,14,1000,-1270,56,0,282,3,-1
"1362",2010,6,14,1100,-1270,56,0,287,3,-1
"1363",2010,6,14,1200,-1270,56,0,279,3,-1
"1364",2010,6,14,1300,-1270,56,0,275,3,-1
"1365",2010,6,14,1400,-1270,56,0,280,3,-1
"1366",2010,6,14,1500,-1270,56,0,267,3,-1
"1367",2010,6,14,1600,-1270,56,0,259,3,-1
"1368",2010,6,14,1700,-1270,56,0,255,3,-1
"1369",2010,6,14,1800,-1270,56,0,249,3,-1
"1370",2010,6,14,1900,-1270,56,0,244,3,-1
"1371",2010,6,14,2000,-1270,56,0,237,3,-1
"1372",2010,6,14,2100,-1270,56,0,237,3,-1
"1373",2010,6,14,2200,-1270,56,0,237,3,-1
"1374",2010,6,14,2300,-1270,56,0,237,3,-1
"1375",2010,6,15,0,-1270,56,0,237,3,-1
"1376",2010,6,15,100,-1270,56,0,239,3,-1
"1377",2010,6,15,200,-1270,56,0,244,3,-1
"1378",2010,6,15,300,-1270,56,0,249,3,-1
"1379",2010,6,15,400,-1270,56,0,247,3,-1
"1380",2010,6,15,500,-1270,56,0,262,3,-1
"1381",2010,6,15,600,-1280,56,0,272,3,-1
"1382",2010,6,15,700,-1280,56,0,282,3,-1
"1383",2010,6,15,800,-1290,56,0,294,3,12
"1384",2010,6,15,1000,-1290,56,0,282,3,-1
"1385",2010,6,15,1100,-1290,56,0,292,3,-1
"1386",2010,6,15,1200,-1290,56,0,287,3,4
"1387",2010,6,15,1300,-1290,56,0,284,3,-1
"1388",2010,6,15,1400,-1290,56,0,275,3,-1
"1389",2010,6,15,1500,-1290,56,0,272,3,-1
"1390",2010,6,15,1600,-1290,56,0,262,3,2
"1391",2010,6,15,1700,-1290,56,0,252,3,2
"1392",2010,6,15,1800,-1290,56,0,249,3,-1
"1393",2010,6,15,1900,-1290,56,0,249,3,-1
"1394",2010,6,15,2000,-1290,56,0,249,3,-1
"1395",2010,6,15,2100,-1290,56,0,247,3,-1
"1396",2010,6,15,2200,-1290,56,0,242,3,-1
"1397",2010,6,15,2300,-1290,56,0,242,3,-1
"1398",2010,6,16,0,-1290,56,0,245,3,-1
"1399",2010,6,16,100,-1290,56,0,240,3,-1
"1400",2010,6,16,200,-1290,56,0,240,3,-1
"1401",2010,6,16,300,-1290,56,0,244,3,-1
"1402",2010,6,16,400,-1290,56,0,249,3,-1
"1403",2010,6,16,800,-1290,56,0,280,3,-1
"1404",2010,6,16,900,-1290,56,0,282,3,-1
"1405",2010,6,16,1000,-1290,56,0,274,3,-1
"1406",2010,6,16,1100,-1290,56,0,282,3,-1
"1407",2010,6,16,1200,-1290,56,0,280,3,-1
"1408",2010,6,16,1300,-1290,56,0,277,3,-1
"1409",2010,6,16,1400,-1290,56,0,274,3,4
"1410",2010,6,16,1500,-1290,56,0,262,3,-1
"1411",2010,6,16,1600,-1290,56,0,267,3,-1
"1412",2010,6,16,1700,-1290,56,0,264,3,-1
"1413",2010,6,16,1800,-1290,56,0,265,3,-1
"1414",2010,6,16,1900,-1290,56,0,264,3,-1
"1415",2010,6,16,2000,-1290,56,0,264,3,2
"1416",2010,6,16,2100,-1290,56,0,257,3,-1
"1417",2010,6,16,2200,-1290,56,0,260,3,10
"1418",2010,6,16,2300,-1290,56,0,255,3,-1
"1419",2010,6,17,0,-1290,56,0,254,3,-1
"1420",2010,6,17,100,-1290,56,0,259,3,-1
"1421",2010,6,17,200,-1290,56,0,257,3,-1
"1422",2010,6,17,300,-1290,56,0,259,3,-1
"1423",2010,6,17,400,-1290,56,0,260,3,2
"1424",2010,6,17,500,-1290,56,0,275,3,0
"1425",2010,6,17,600,-1280,56,0,279,3,-1
"1426",2010,6,17,700,-1290,56,0,277,3,-1
"1427",2010,6,17,800,-1300,56,0,274,3,-1
"1428",2010,6,17,900,-1290,56,0,274,3,-1
"1429",2010,6,17,1000,-1280,56,0,275,3,-1
"1430",2010,6,17,1100,-1280,56,0,274,3,-1
"1431",2010,6,17,1200,-1280,56,0,274,3,4
"1432",2010,6,17,1300,-1280,56,0,275,3,4
"1433",2010,6,17,1400,-1280,56,0,274,3,2
"1434",2010,6,17,1500,-1280,56,0,269,3,2
"1435",2010,6,17,1600,-1280,56,0,269,3,4
"1436",2010,6,17,1900,-1280,56,0,249,3,7
"1437",2010,6,17,2100,-1280,56,0,247,3,7
"1438",2010,6,17,2200,-1280,56,0,249,3,4
"1439",2010,6,18,0,-1280,56,0,255,3,4
"1440",2010,6,18,200,-1280,56,0,274,3,4
"1441",2010,6,18,400,-1280,56,0,269,3,2
"1442",2010,6,18,800,-1280,56,0,275,3,10
"1443",2010,6,18,900,-1280,56,0,274,3,2
"1444",2010,6,18,1000,-1280,56,0,272,3,-1
"1445",2010,6,18,1200,-1280,56,0,272,3,-1
"1446",2010,6,18,1300,-1280,56,0,274,3,9
"1447",2010,6,18,1500,-1270,56,0,269,3,-1
"1448",2010,6,18,1600,-1270,56,0,270,3,-1
"1449",2010,6,18,1700,-1270,56,0,269,3,0
"1450",2010,6,18,1800,-1270,56,0,267,3,2
"1451",2010,6,18,1900,-1270,56,0,264,3,0
"1452",2010,6,18,2000,-1270,56,0,262,3,2
"1453",2010,6,18,2100,-1270,56,0,262,3,-1
"1454",2010,6,18,2200,-1270,56,0,259,3,0
"1455",2010,6,18,2300,-1270,56,0,262,3,2
"1456",2010,6,19,0,-1270,56,0,255,3,0
"1457",2010,6,19,100,-1270,56,0,245,3,0
"1458",2010,6,19,200,-1270,56,0,249,3,-1
"1459",2010,6,19,300,-1270,56,0,229,3,2
"1460",2010,6,19,400,-1270,56,0,230,3,-1
"1461",2010,6,19,600,-1270,56,0,257,3,4
"1462",2010,6,19,700,-1270,56,0,262,3,4
"1463",2010,6,19,800,-1270,56,0,270,3,2
"1464",2010,6,19,900,-1270,56,0,272,3,2
"1465",2010,6,19,1000,-1270,56,0,274,3,4
"1466",2010,6,19,1100,-1270,56,0,270,3,0
"1467",2010,6,19,1200,-1270,56,0,272,3,29
"1468",2010,6,19,1400,-1270,56,0,269,3,4
"1469",2010,6,19,1500,-1270,56,0,267,3,2
"1470",2010,6,19,1600,-1270,56,0,265,3,4
"1471",2010,6,19,1700,-1270,56,0,267,3,2
"1472",2010,6,19,1800,-1270,56,0,267,3,2
"1473",2010,6,19,1900,-1270,56,0,269,3,2
"1474",2010,6,19,2000,-1270,56,0,269,3,2
"1475",2010,6,19,2100,-1270,56,0,269,3,2
"1476",2010,6,19,2200,-1270,56,0,267,3,2
"1477",2010,6,19,2300,-1270,56,0,267,3,4
"1478",2010,6,20,0,-1270,56,0,265,3,2
"1479",2010,6,20,100,-1270,56,0,267,3,2
"1480",2010,6,20,200,-1270,56,0,270,3,2
"1481",2010,6,20,300,-1270,56,0,269,3,4
"1482",2010,6,20,400,-1270,56,0,267,3,7
"1483",2010,6,20,500,-1270,56,0,270,3,2
"1484",2010,6,20,600,-1270,56,0,270,3,2
"1485",2010,6,20,700,-1270,56,0,272,3,4
"1486",2010,6,20,800,-1270,56,0,272,3,4
"1487",2010,6,20,900,-1270,56,0,270,3,4
"1488",2010,6,20,1000,-1270,56,0,272,3,4
"1489",2010,6,20,1100,-1270,56,0,270,3,4
"1490",2010,6,20,1200,-1270,56,0,269,3,2
"1491",2010,6,20,1300,-1270,56,0,270,3,5
"1492",2010,6,20,1400,-1270,56,0,269,3,7
"1493",2010,6,20,1600,-1270,56,0,265,3,12
"1494",2010,6,20,1700,-1270,56,0,267,3,9
"1495",2010,6,20,1800,-1270,56,0,265,3,9
"1496",2010,6,20,1900,-1270,56,0,264,3,15
"1497",2010,6,20,2000,-1270,56,0,264,3,9
"1498",2010,6,20,2100,-1270,56,0,262,3,10
"1499",2010,6,20,2200,-1270,56,0,264,3,14
"1500",2010,6,20,2300,-1270,56,0,264,3,19
"1501",2010,6,21,0,-1270,56,0,264,3,19
"1502",2010,6,21,100,-1270,56,0,264,3,12
"1503",2010,6,21,200,-1270,56,0,264,3,12
"1504",2010,6,21,300,-1270,56,0,252,3,12
"1505",2010,6,21,400,-1270,56,0,234,3,9
"1506",2010,6,21,500,-1270,56,0,232,3,10
"1507",2010,6,21,600,-1270,56,0,232,3,15
"1508",2010,6,21,700,-1270,56,0,237,3,39
"1509",2010,6,21,800,-1270,56,0,247,3,15
"1510",2010,6,21,900,-1270,56,0,257,3,25
"1511",2010,6,21,1000,-1270,56,0,262,3,14
"1512",2010,6,21,1100,-1270,56,0,264,3,10
"1513",2010,6,21,1200,-1270,56,0,265,3,10
"1514",2010,6,21,1300,-1270,56,0,267,3,24
"1515",2010,6,21,1400,-1270,56,0,262,3,15
"1516",2010,6,21,1500,-1270,56,0,259,3,9
"1517",2010,6,21,1600,-1270,56,0,257,3,10
"1518",2010,6,21,1700,-1270,56,0,259,3,14
"1519",2010,6,21,1800,-1270,56,0,257,3,70
"1520",2010,6,21,1900,-1270,56,0,259,3,67
"1521",2010,6,21,2000,-1270,56,0,254,3,54
"1522",2010,6,21,2100,-1270,56,0,254,3,30
"1523",2010,6,21,2200,-1270,56,0,254,3,22
"1524",2010,6,21,2300,-1270,56,0,254,3,32
"1525",2010,6,22,0,-1270,56,0,255,3,19
"1526",2010,6,22,100,-1270,56,0,249,3,29
"1527",2010,6,22,200,-1270,56,0,250,3,17
"1528",2010,6,22,300,-1270,56,0,250,3,14
"1529",2010,6,22,400,-1270,56,0,252,3,17
"1530",2010,6,22,500,-1270,56,0,254,3,15
"1531",2010,6,22,600,-1270,56,0,259,3,9
"1532",2010,6,22,700,-1270,56,0,259,3,9
"1533",2010,6,22,800,-1270,56,0,259,3,14
"1534",2010,6,22,900,-1270,56,0,264,3,14
"1535",2010,6,22,1000,-1270,56,0,265,3,17
"1536",2010,6,22,1100,-1270,56,0,265,3,14
"1537",2010,6,22,1200,-1270,56,0,267,3,9
"1538",2010,6,22,1300,-1270,56,0,265,3,10
"1539",2010,6,22,1400,-1270,56,0,264,3,20
"1540",2010,6,22,1500,-1270,56,0,264,3,35
"1541",2010,6,22,1600,-1270,56,0,262,3,19
"1542",2010,6,22,1700,-1270,56,0,262,3,12
"1543",2010,6,22,1800,-1270,56,0,259,3,24
"1544",2010,6,22,1900,-1270,56,0,257,3,14
"1545",2010,6,22,2000,-1270,56,0,254,3,9
"1546",2010,6,22,2100,-1270,56,0,254,3,7
"1547",2010,6,22,2200,-1270,56,0,252,3,7
"1548",2010,6,22,2300,-1270,56,0,249,3,19
"1549",2010,6,23,0,-1270,56,0,249,3,9
"1550",2010,6,23,100,-1270,56,0,249,3,9
"1551",2010,6,23,200,-1270,56,0,255,3,7
"1552",2010,6,23,300,-1270,56,0,264,3,7
"1553",2010,6,23,400,-1270,56,0,264,3,32
"1554",2010,6,23,500,-1270,56,0,272,3,30
"1555",2010,6,23,600,-1270,56,0,272,3,17
"1556",2010,6,23,700,-1270,56,0,277,3,14
"1557",2010,6,23,800,-1270,56,0,279,3,12
"1558",2010,6,23,900,-1270,56,0,274,3,14
"1559",2010,6,23,1000,-1270,56,0,269,3,9
"1560",2010,6,23,1100,-1270,56,0,269,3,7
"1561",2010,6,23,1200,-1270,56,0,269,3,12
"1562",2010,6,23,1300,-1270,56,0,269,3,7
"1563",2010,6,23,1400,-1270,56,0,269,3,7
"1564",2010,6,23,1500,-1270,56,0,265,3,10
"1565",2010,6,23,1600,-1270,56,0,262,3,17
"1566",2010,6,23,1800,-1270,56,0,259,3,9
"1567",2010,6,23,1900,-1270,56,0,255,3,44
"1568",2010,6,23,2000,-1270,56,0,254,3,49
"1569",2010,6,23,2100,-1270,56,0,252,3,47
"1570",2010,6,23,2200,-1270,56,0,250,3,44
"1571",2010,6,23,2300,-1270,56,0,252,3,44
"1572",2010,6,24,0,-1270,56,0,255,3,42
"1573",2010,6,24,100,-1270,56,0,264,3,37
"1574",2010,6,24,200,-1270,56,0,264,3,34
"1575",2010,6,24,300,-1270,56,0,264,3,27
"1576",2010,6,24,400,-1270,56,0,265,3,44
"1577",2010,6,24,500,-1270,56,0,269,3,37
"1578",2010,6,24,600,-1270,56,0,267,3,34
"1579",2010,6,24,700,-1270,56,0,269,3,32
"1580",2010,6,24,800,-1270,56,0,269,3,34
"1581",2010,6,24,900,-1270,56,0,274,3,35
"1582",2010,6,24,1000,-1270,56,0,272,3,42
"1583",2010,6,24,1100,-1270,56,0,272,3,35
"1584",2010,6,24,1200,-1270,56,0,269,3,34
"1585",2010,6,24,1300,-1270,56,0,269,3,32
"1586",2010,6,24,1400,-1280,56,0,265,3,32
"1587",2010,6,24,1500,-1280,56,0,265,3,34
"1588",2010,6,24,1600,-1290,56,0,264,3,37
"1589",2010,6,24,1700,-1300,56,0,265,3,42
"1590",2010,6,24,1800,-1300,56,0,267,3,44
"1591",2010,6,24,1900,-1310,56,0,267,3,40
"1592",2010,6,24,2000,-1310,56,0,269,3,42
"1593",2010,6,24,2100,-1320,56,0,269,3,42
"1594",2010,6,24,2200,-1330,56,0,269,3,42
"1595",2010,6,24,2300,-1330,56,0,267,3,42
"1596",2010,6,25,100,-1340,55,0,265,3,40
"1597",2010,6,25,200,-1350,55,0,265,3,32
"1598",2010,6,25,300,-1350,55,0,267,3,32
"1599",2010,6,25,400,-1360,55,0,270,3,30
"1600",2010,6,25,500,-1370,55,0,270,3,32
"1601",2010,6,25,600,-1380,55,0,269,3,29
"1602",2010,6,25,700,-1380,55,0,269,3,25
"1603",2010,6,25,800,-1380,55,0,270,3,22
"1604",2010,6,25,900,-1390,55,0,267,3,14
"1605",2010,6,25,1000,-1400,55,0,269,3,9
"1606",2010,6,25,1100,-1410,55,0,270,3,12
"1607",2010,6,25,1200,-1410,55,0,267,3,4
"1608",2010,6,25,1300,-1420,54,0,269,3,4
"1609",2010,6,25,1400,-1410,54,0,269,3,4
"1610",2010,6,25,1500,-1420,54,0,270,3,4
"1611",2010,6,25,1600,-1430,54,0,269,3,4
"1612",2010,6,25,1700,-1430,54,0,272,3,4
"1613",2010,6,25,1800,-1440,54,0,269,3,4
"1614",2010,6,25,1900,-1450,54,0,267,3,7
"1615",2010,6,25,2000,-1450,54,0,265,3,17
"1616",2010,6,25,2100,-1450,54,0,265,3,10
"1617",2010,6,25,2200,-1460,54,0,265,3,7
"1618",2010,6,25,2300,-1460,54,0,260,3,7
"1619",2010,6,26,100,-1480,54,0,262,3,9
"1620",2010,6,26,200,-1490,54,0,262,3,10
"1621",2010,6,26,300,-1500,54,0,260,3,9
"1622",2010,6,26,400,-1510,54,0,262,3,10
"1623",2010,6,26,500,-1520,54,0,265,3,9
"1624",2010,6,26,600,-1520,54,0,267,3,5
"1625",2010,6,26,700,-1530,54,0,267,3,9
"1626",2010,6,26,800,-1530,54,0,264,3,7
"1627",2010,6,26,900,-1530,54,0,267,3,5
"1628",2010,6,26,1000,-1540,54,0,265,3,9
"1629",2010,6,26,1100,-1540,54,0,267,3,9
"1630",2010,6,26,1200,-1550,54,0,267,3,17
"1631",2010,6,26,1300,-1560,54,0,267,3,9
"1632",2010,6,26,1400,-1570,53,0,267,3,10
"1633",2010,6,26,1500,-1580,53,0,265,3,9
"1634",2010,6,26,1600,-1580,53,0,264,3,9
"1635",2010,6,26,1700,-1590,53,0,264,3,10
"1636",2010,6,26,1800,-1600,53,0,264,3,9
"1637",2010,6,26,1900,-1600,53,0,262,3,10
"1638",2010,6,26,2000,-1600,53,0,262,3,9
"1639",2010,6,26,2100,-1610,53,0,262,3,9
"1640",2010,6,26,2200,-1620,53,0,260,3,9
"1641",2010,6,26,2300,-1620,53,0,259,3,9
"1642",2010,6,27,100,-1640,53,0,259,3,9
"1643",2010,6,27,200,-1650,53,0,260,3,9
"1644",2010,6,27,300,-1650,53,0,260,3,10
"1645",2010,6,27,400,-1660,53,0,260,3,9
"1646",2010,6,27,500,-1670,53,0,264,3,9
"1647",2010,6,27,600,-1670,53,0,265,3,12
"1648",2010,6,27,700,-1670,53,0,267,3,12
"1649",2010,6,27,800,-1670,53,0,267,3,12
"1650",2010,6,27,900,-1680,53,0,267,3,10
"1651",2010,6,27,1000,-1680,53,0,269,3,7
"1652",2010,6,27,1100,-1690,53,0,270,3,10
"1653",2010,6,27,1200,-1700,53,0,269,3,10
"1654",2010,6,27,1300,-1700,53,0,269,3,9
"1655",2010,6,27,1400,-1700,53,0,267,3,9
"1656",2010,6,27,1500,-1700,53,0,262,3,9
"1657",2010,6,27,1600,-1700,53,0,262,3,9
"1658",2010,6,27,1700,-1700,53,0,262,3,9
"1659",2010,6,27,1800,-1700,53,0,264,3,10
"1660",2010,6,27,1900,-1700,53,0,264,3,10
"1661",2010,6,27,2000,-1700,53,0,264,3,12
"1662",2010,6,27,2100,-1700,53,0,260,3,14
"1663",2010,6,27,2200,-1700,53,0,260,3,14
"1664",2010,6,27,2300,-1700,53,0,259,3,14
"1665",2010,6,28,100,-1700,53,0,260,3,14
"1666",2010,6,28,200,-1700,53,0,262,3,15
"1667",2010,6,28,300,-1700,53,0,260,3,15
"1668",2010,6,28,400,-1700,53,0,262,3,17
"1669",2010,6,28,500,-1700,53,0,265,3,15
"1670",2010,6,28,600,-1700,53,0,267,3,15
"1671",2010,6,28,700,-1700,53,0,267,3,15
"1672",2010,6,28,800,-1700,53,0,269,3,14
"1673",2010,6,28,900,-1700,53,0,272,3,15
"1674",2010,6,28,1000,-1700,53,0,272,3,15
"1675",2010,6,28,1100,-1700,53,0,269,3,14
"1676",2010,6,28,1200,-1690,53,0,269,3,12
"1677",2010,6,28,1300,-1700,53,0,267,3,14
"1678",2010,6,28,1400,-1710,53,0,262,3,14
"1679",2010,6,28,1500,-1720,53,0,262,3,12
"1680",2010,6,28,1600,-1720,53,0,259,3,10
"1681",2010,6,28,1700,-1740,53,0,259,3,12
"1682",2010,6,28,1800,-1750,53,0,257,3,15
"1683",2010,6,28,1900,-1760,53,0,255,3,15
"1684",2010,6,28,2000,-1770,53,0,255,3,12
"1685",2010,6,28,2100,-1760,53,0,254,3,12
"1686",2010,6,28,2200,-1760,53,0,255,3,9
"1687",2010,6,28,2300,-1760,53,0,255,3,9
"1688",2010,6,29,100,-1760,53,0,257,3,12
"1689",2010,6,29,200,-1760,53,0,257,3,14
"1690",2010,6,29,300,-1760,53,0,259,3,10
"1691",2010,6,29,400,-1750,53,0,259,3,10
"1692",2010,6,29,500,-1750,53,0,260,3,9
"1693",2010,6,29,600,-1750,53,0,262,3,9
"1694",2010,6,29,700,-1750,53,0,264,3,9
"1695",2010,6,29,800,-1740,53,0,262,3,9
"1696",2010,6,29,900,-1740,53,0,264,3,10
"1697",2010,6,29,1000,-1730,53,0,265,3,10
"1698",2010,6,29,1100,-1730,53,0,265,3,9
"1699",2010,6,29,1200,-1730,53,0,267,3,9
